code,e
USO,http://www.fao.org/figis/skate/entities/codedentity/6a6a1d02-d367-40bc-98cc-e2aa18f0a432
OXC,http://www.fao.org/figis/skate/entities/codedentity/8ea31b01-e27b-44b5-ad24-343a1ae2de8b
TNC,http://www.fao.org/figis/skate/entities/codedentity/91437616-4ac1-45dd-8130-2fffbc10af68
QTN,http://www.fao.org/figis/skate/entities/codedentity/66a6bc1a-1587-4838-8d6e-f5c8c396008e
MVJ,http://www.fao.org/figis/skate/entities/codedentity/305d5b0b-9a53-447d-ab1e-ca656f22e67d
KTQ,http://www.fao.org/figis/skate/entities/codedentity/5e49194c-155d-460a-83b0-3627edb4a7e7
RKW,http://www.fao.org/figis/skate/entities/codedentity/6167a946-587e-44c8-bdde-3ce7c79f4fa5
IRX,http://www.fao.org/figis/skate/entities/codedentity/685d6ce5-15db-4295-933e-588f295e7466
HDP,http://www.fao.org/figis/skate/entities/codedentity/d7de071e-fcc5-4639-830d-c14474c34235
SFN,http://www.fao.org/figis/skate/entities/codedentity/016887d7-6330-4ae0-9fa7-576f7aeaeb5f
NQA,http://www.fao.org/figis/skate/entities/codedentity/20bfe94e-854d-47a8-a5c7-857ddc16e85c
CSC,http://www.fao.org/figis/skate/entities/codedentity/ccc41f8f-8f71-4f23-87bc-f2f498954aba
EOG,http://www.fao.org/figis/skate/entities/codedentity/0ae6cd08-361c-45c3-a380-06df83666746
TKS,http://www.fao.org/figis/skate/entities/codedentity/1d1612bf-18f1-4061-9de6-19f19e521dc0
CMN,http://www.fao.org/figis/skate/entities/codedentity/d7243384-9505-4b5b-9e0a-68fa43fbdaf0
TGF,http://www.fao.org/figis/skate/entities/codedentity/87cc54ed-3556-497a-b62f-687eb036ca38
AKU,http://www.fao.org/figis/skate/entities/codedentity/f1a4a19a-5f77-4db2-a5e9-8fe33e72b906
PHB,http://www.fao.org/figis/skate/entities/codedentity/c9316348-08e3-4ab0-891f-a6841d00df6c
NFI,http://www.fao.org/figis/skate/entities/codedentity/191c0055-e4f8-41fd-ab20-f49082a82f38
LDP,http://www.fao.org/figis/skate/entities/codedentity/ca9701b7-4482-4697-8104-f893e2b618c3
BVY,http://www.fao.org/figis/skate/entities/codedentity/4c5b5746-cc1e-419a-9c8a-82bbe78e7451
NIL,http://www.fao.org/figis/skate/entities/codedentity/66c5d71f-b0de-42af-aa23-65c23b5f7eb8
HAH,http://www.fao.org/figis/skate/entities/codedentity/e6c80a07-4e41-456a-9872-388847c2ecfc
AZT,http://www.fao.org/figis/skate/entities/codedentity/c7fe3463-b50a-4b8f-b069-7fc62fa84077
ARG,http://www.fao.org/figis/skate/entities/codedentity/322c3e1d-56a5-4f18-8720-f9e1fb952e63
PWA,http://www.fao.org/figis/skate/entities/codedentity/bb2bd7b9-116d-4aa5-b9cd-fa8d34daaa48
NUH,http://www.fao.org/figis/skate/entities/codedentity/6444eae3-6d90-4fe5-8025-9fe0c541e10d
ISE,http://www.fao.org/figis/skate/entities/codedentity/84baeefc-9e4b-4d8e-8636-c06563598d89
LSO,http://www.fao.org/figis/skate/entities/codedentity/3faa7c4c-7eaf-4b9a-8040-ef64f219de9f
EUT,http://www.fao.org/figis/skate/entities/codedentity/b4b2e371-19f3-46b7-842c-76c46df5705d
YNC,http://www.fao.org/figis/skate/entities/codedentity/7d59f762-eb7b-4a1f-9024-c35b5be6d8cf
DLL,http://www.fao.org/figis/skate/entities/codedentity/cea62cbf-61f7-4d77-a2b4-df26bec88414
SHX,http://www.fao.org/figis/skate/entities/codedentity/215e4146-49cf-476d-948f-dc691fb9eaf9
BJS,http://www.fao.org/figis/skate/entities/codedentity/68d1ebea-8b8a-4086-8d1d-a7e8e8cb895a
OEG,http://www.fao.org/figis/skate/entities/codedentity/28ecdb43-92e6-4dba-a87d-d9219dd19ee1
MCN,http://www.fao.org/figis/skate/entities/codedentity/b744f6b5-6b5e-4fcb-be45-193b6f7f499a
AGH,http://www.fao.org/figis/skate/entities/codedentity/d518410f-132d-4b5d-a6d0-36e09869adac
XCS,http://www.fao.org/figis/skate/entities/codedentity/28fb037b-abca-49fd-b9e2-cb301ff6acda
IUM,http://www.fao.org/figis/skate/entities/codedentity/9f7cf64a-7d43-4896-aa43-1412d2a8499d
STL,http://www.fao.org/figis/skate/entities/codedentity/5a4fb45a-a14d-42db-8a29-f84d145fa74b
SWW,http://www.fao.org/figis/skate/entities/codedentity/ae0635a3-4934-4db4-8f5c-8e6f9e052541
BYR,http://www.fao.org/figis/skate/entities/codedentity/1fd88f14-9a02-4446-9929-12e6a0175f01
LFE,http://www.fao.org/figis/skate/entities/codedentity/49d601e6-9888-4ab1-8990-d587a768697f
FMC,http://www.fao.org/figis/skate/entities/codedentity/c5a1947c-3089-4eb4-a585-420e6ad1824c
OTF,http://www.fao.org/figis/skate/entities/codedentity/5180b055-b9b8-4afd-84b6-6cb57a3bcc88
GMO,http://www.fao.org/figis/skate/entities/codedentity/c8802af1-5774-4c60-8885-db73ca3d62bd
MRM,http://www.fao.org/figis/skate/entities/codedentity/f1a583ea-ca88-43ce-936e-3733f3860e31
KPT,http://www.fao.org/figis/skate/entities/codedentity/d8607389-892f-4882-aa1c-972ae904f82b
OOJ,http://www.fao.org/figis/skate/entities/codedentity/8d390495-ff9b-417f-a56f-c0d318d8ca0c
YIU,http://www.fao.org/figis/skate/entities/codedentity/0f5fac7e-30ef-451b-85ec-ba145b588436
LFK,http://www.fao.org/figis/skate/entities/codedentity/10c238af-f0ee-4a80-a850-24f5dd2eea9b
GMC,http://www.fao.org/figis/skate/entities/codedentity/d6a50175-8193-4364-aa19-2c54f376d567
EKJ,http://www.fao.org/figis/skate/entities/codedentity/c2a0b09f-8713-4dcd-a7fd-1e491fe6ed93
JOX,http://www.fao.org/figis/skate/entities/codedentity/739dad51-95a8-4fc8-8bd5-d15353e5d536
TGV,http://www.fao.org/figis/skate/entities/codedentity/39a76b69-3cf3-4607-b5e1-acfd8d9b6211
CIQ,http://www.fao.org/figis/skate/entities/codedentity/21dd8a5d-2ec7-4bbc-92f4-55b6fd3e7bd2
LTU,http://www.fao.org/figis/skate/entities/codedentity/501e8bb1-3fa2-416d-a426-53196f92d972
PDE,http://www.fao.org/figis/skate/entities/codedentity/352a3f5c-87f8-4faf-a054-32645058cfb1
YGI,http://www.fao.org/figis/skate/entities/codedentity/7f348059-602d-4f8a-b651-cc5d2ad1d621
DMH,http://www.fao.org/figis/skate/entities/codedentity/c9855814-4278-469e-bb3b-478e206500cd
TUH,http://www.fao.org/figis/skate/entities/codedentity/004508bf-56f2-49b9-a658-6de6d0624499
CGL,http://www.fao.org/figis/skate/entities/codedentity/dde4832b-1240-4623-ae78-ad5f12ba0376
MGH,http://www.fao.org/figis/skate/entities/codedentity/23066939-ea71-4fdc-b520-0702134f61b7
TVU,http://www.fao.org/figis/skate/entities/codedentity/6a50ee01-870a-477e-9544-c53f210c52c0
AFV,http://www.fao.org/figis/skate/entities/codedentity/da7668c2-9ce5-4203-9676-0fe27292d039
DAV,http://www.fao.org/figis/skate/entities/codedentity/eda23a5e-4fbe-49e7-b724-46b5c591acd9
PSD,http://www.fao.org/figis/skate/entities/codedentity/170b022c-d70e-4130-ac17-873c6a005cdd
NQK,http://www.fao.org/figis/skate/entities/codedentity/f5fbb9d5-c9b6-419a-ba24-7e059f143064
LOR,http://www.fao.org/figis/skate/entities/codedentity/9800c7e4-cab4-4a77-b33f-7c0bcc6453a2
YJF,http://www.fao.org/figis/skate/entities/codedentity/0bcee901-6f9b-4814-9fa8-fc5917776e5b
HLA,http://www.fao.org/figis/skate/entities/codedentity/da5b69a8-c49a-474b-88bf-589cad03cedc
UFT,http://www.fao.org/figis/skate/entities/codedentity/7bff608a-cf4e-47d0-ad7d-0c558eb02da9
SXP,http://www.fao.org/figis/skate/entities/codedentity/1b39f929-9764-4fc1-b79d-67a4d6373073
KIR,http://www.fao.org/figis/skate/entities/codedentity/b443cf8c-b1ca-47b0-8246-de3ac4290a49
QLC,http://www.fao.org/figis/skate/entities/codedentity/dfff79f1-9d8d-4484-88d8-ab352dd165e3
NTA,http://www.fao.org/figis/skate/entities/codedentity/72f86c65-ad2c-4f86-a958-d1f29179aaef
OAJ,http://www.fao.org/figis/skate/entities/codedentity/26b9aeed-b906-4245-a07f-ded56bfa548a
YPH,http://www.fao.org/figis/skate/entities/codedentity/36905651-34e9-4a5f-a356-3863c174c4b9
OKW,http://www.fao.org/figis/skate/entities/codedentity/d1291912-57e1-43cb-84b5-e2571bb5d5b7
EWY,http://www.fao.org/figis/skate/entities/codedentity/956e6e74-2a35-40d9-82f3-48306916bd52
RVW,http://www.fao.org/figis/skate/entities/codedentity/d56c6ebf-aef2-46e8-902b-dbd4d3c26a31
SSZ,http://www.fao.org/figis/skate/entities/codedentity/6d0e739b-59ce-458d-80ee-6bdabbe40ae4
BUU,http://www.fao.org/figis/skate/entities/codedentity/9a855a99-9ee8-4ce1-931f-4b77fc4bf0b6
OPI,http://www.fao.org/figis/skate/entities/codedentity/cb7dc6bd-70df-4a99-92a2-20312298f17d
DDO,http://www.fao.org/figis/skate/entities/codedentity/56491097-94b3-4483-a2be-0d6aa3f75164
BWA,http://www.fao.org/figis/skate/entities/codedentity/eb7c7811-602e-4988-bfe1-684cd4d1888b
MNP,http://www.fao.org/figis/skate/entities/codedentity/f01d31cc-01b6-4912-aea1-8dcb53288dbb
CTW,http://www.fao.org/figis/skate/entities/codedentity/365755c5-5491-4c24-aac9-856d764fac4f
GIF,http://www.fao.org/figis/skate/entities/codedentity/6fc85847-a90e-4d42-9133-af0704d4d7de
EGM,http://www.fao.org/figis/skate/entities/codedentity/e77b823e-14cd-4241-9c49-2263e06a93ef
SIJ,http://www.fao.org/figis/skate/entities/codedentity/4882780d-4008-4cc9-a636-5b3d0d5b8793
TCY,http://www.fao.org/figis/skate/entities/codedentity/e714472d-8bb7-41b1-8bfe-1ebb96ec16d7
CET,http://www.fao.org/figis/skate/entities/codedentity/21b318cb-58fa-4ed3-8036-b0743d266d61
RBA,http://www.fao.org/figis/skate/entities/codedentity/6f9461cd-7f2d-48a5-a828-a0ef39924833
QRS,http://www.fao.org/figis/skate/entities/codedentity/57d14f20-36d4-49ce-8f4c-5f5bea2952b4
KHS,http://www.fao.org/figis/skate/entities/codedentity/ae96e8c3-0e2d-4052-82e7-768f4625424e
LID,http://www.fao.org/figis/skate/entities/codedentity/e8395e26-7a0d-437e-b568-d21b6cacf099
PDV,http://www.fao.org/figis/skate/entities/codedentity/4b8193b4-a3c7-4750-bf95-2b89af6fd46a
EVL,http://www.fao.org/figis/skate/entities/codedentity/1ea1f5ac-9234-472a-bcca-1a30d362d9b4
TRX,http://www.fao.org/figis/skate/entities/codedentity/3309d045-5c4a-4583-baa0-0ffb9fa52d40
CTS,http://www.fao.org/figis/skate/entities/codedentity/015aa784-48b5-4529-97ea-8ef8c060b013
GKM,http://www.fao.org/figis/skate/entities/codedentity/7dfa1402-e28d-4f63-9c70-6a6f670c7eb1
POG,http://www.fao.org/figis/skate/entities/codedentity/918bdef4-64d1-4efa-89d3-fa4b2dc8736b
NMN,http://www.fao.org/figis/skate/entities/codedentity/e39748ef-f7ba-4761-ab15-01bbeb990d32
YUJ,http://www.fao.org/figis/skate/entities/codedentity/849bf3c8-2bbd-419b-a7a4-0d6d069d384e
LKU,http://www.fao.org/figis/skate/entities/codedentity/2d4f439b-3b14-4f41-a931-22cf41dbb7bd
YFI,http://www.fao.org/figis/skate/entities/codedentity/e3c3262c-42df-44e6-a73e-826e4dbb9cb1
HHD,http://www.fao.org/figis/skate/entities/codedentity/1a18e290-6945-494f-8cfd-71505a2cb06d
DMC,http://www.fao.org/figis/skate/entities/codedentity/b9332228-8c72-4095-b1ba-384d0ba134e1
ARW,http://www.fao.org/figis/skate/entities/codedentity/ba338f76-e591-4f14-8b3f-55819ea965a7
TYV,http://www.fao.org/figis/skate/entities/codedentity/171847d2-d7bf-4af2-bad6-e814e14885a3
BBY,http://www.fao.org/figis/skate/entities/codedentity/597e8b89-879a-4240-999e-9514ed2429b0
LZT,http://www.fao.org/figis/skate/entities/codedentity/25010255-967a-4885-8292-8f80c31848a5
RTH,http://www.fao.org/figis/skate/entities/codedentity/de81b8ea-7107-490e-872c-8bbefffc3e7e
CRX,http://www.fao.org/figis/skate/entities/codedentity/bf195bff-668f-46f4-9750-e6923d01bf67
RLN,http://www.fao.org/figis/skate/entities/codedentity/d05938cc-fb90-439d-9259-48462f7e0206
PQO,http://www.fao.org/figis/skate/entities/codedentity/41cc99f6-2f08-41d3-bb41-18dc05fef19e
YUH,http://www.fao.org/figis/skate/entities/codedentity/3f2f1e38-7c46-47ae-b25a-2c09bc324404
KLU,http://www.fao.org/figis/skate/entities/codedentity/9dd41c16-d77f-45ea-87ff-3f0f9dc86eed
DSQ,http://www.fao.org/figis/skate/entities/codedentity/f92b5ed0-08f1-4ea1-bdbe-095f98f07f87
GIL,http://www.fao.org/figis/skate/entities/codedentity/bab10574-790f-4dd1-89e7-40e7d27c2c0b
CPM,http://www.fao.org/figis/skate/entities/codedentity/5c7e89f1-d455-4da4-898f-77acfbea2e24
OLL,http://www.fao.org/figis/skate/entities/codedentity/48288e3f-f431-4823-b91a-44b7f0cff525
GBK,http://www.fao.org/figis/skate/entities/codedentity/adf78db5-6981-4590-916f-6d8bf15477ba
MJS,http://www.fao.org/figis/skate/entities/codedentity/ea9c641b-d44a-4d42-aa6e-9642fe4e469f
IGB,http://www.fao.org/figis/skate/entities/codedentity/d657a00b-b0b0-41a4-99ff-3c7d3d4c1b16
GEI,http://www.fao.org/figis/skate/entities/codedentity/9ea614db-746b-4267-ad3b-035b983bab03
VAU,http://www.fao.org/figis/skate/entities/codedentity/d548fd3e-ebb2-45ef-9d1e-ef753861b324
ECP,http://www.fao.org/figis/skate/entities/codedentity/467bab00-16fa-4e2c-9107-e9e812c3c831
CAW,http://www.fao.org/figis/skate/entities/codedentity/6bc1fb40-2469-4d6b-ac22-0de65badf938
BHM,http://www.fao.org/figis/skate/entities/codedentity/a54b6e3b-4c4c-471c-9eb7-101aaf0590c2
MYR,http://www.fao.org/figis/skate/entities/codedentity/425f18da-ccc0-49a0-8db1-55d6c6dfec79
GTH,http://www.fao.org/figis/skate/entities/codedentity/f1858e3d-c75a-4dab-97a1-61cb5599182f
ERO,http://www.fao.org/figis/skate/entities/codedentity/45ac9c6f-ebf2-4a0b-a82c-ff3c9fcf619f
CPV,http://www.fao.org/figis/skate/entities/codedentity/8f59fc60-4eab-44d8-a7ad-b97215b8bf7e
RMC,http://www.fao.org/figis/skate/entities/codedentity/139b3b65-a20a-4d05-956e-a4fb17aa3874
PKJ,http://www.fao.org/figis/skate/entities/codedentity/2c1ba139-5c56-4fd6-8349-aa3a6cb22e23
BVK,http://www.fao.org/figis/skate/entities/codedentity/25cf443f-034e-4f73-91dd-957031e427cf
YHS,http://www.fao.org/figis/skate/entities/codedentity/0ccc2e96-b491-4847-938a-041c9bcab33b
LGX,http://www.fao.org/figis/skate/entities/codedentity/b31067c2-6cac-4f3e-81ad-fdf487ea2d36
HDG,http://www.fao.org/figis/skate/entities/codedentity/6eea5cef-ed7b-4053-9140-2d97fb1dbd6c
AJE,http://www.fao.org/figis/skate/entities/codedentity/89197035-87f9-4127-a394-8a36c05884a3
EEX,http://www.fao.org/figis/skate/entities/codedentity/41cb29c1-5fb0-41d0-95c9-c637c2f90021
NCC,http://www.fao.org/figis/skate/entities/codedentity/d13e5e98-1abc-43ed-b8ca-56aca9e620f4
PZI,http://www.fao.org/figis/skate/entities/codedentity/77406d44-0031-4be7-8683-499e0e4a0898
AFF,http://www.fao.org/figis/skate/entities/codedentity/0b9a8025-fa52-47e4-8db2-9dec04674e20
NXP,http://www.fao.org/figis/skate/entities/codedentity/1347bbff-5a4f-4ae8-a9b2-b81b6996254c
RAX,http://www.fao.org/figis/skate/entities/codedentity/187a0497-24fd-40f7-99ad-46382d286cae
HSF,http://www.fao.org/figis/skate/entities/codedentity/6296f56b-e53f-484e-beef-b04a24a890d7
PQW,http://www.fao.org/figis/skate/entities/codedentity/5f295646-0b99-4a8e-82bb-621b6f2fe7bf
WOR,http://www.fao.org/figis/skate/entities/codedentity/359d1c2e-0a84-4b33-b59c-3808a97b9535
CVY,http://www.fao.org/figis/skate/entities/codedentity/911472a4-d01e-4c6c-b220-b6dab835484c
UMY,http://www.fao.org/figis/skate/entities/codedentity/ebc8ad55-0325-47d4-b343-f99b40907942
DOT,http://www.fao.org/figis/skate/entities/codedentity/a686a3ac-b655-4ec2-80b5-5ed1520b2f96
TQF,http://www.fao.org/figis/skate/entities/codedentity/db107b00-f7f7-43b6-8df9-5860b9e89c99
SLA,http://www.fao.org/figis/skate/entities/codedentity/48004150-781b-484f-bc8f-7b343e12f918
KHR,http://www.fao.org/figis/skate/entities/codedentity/59c03293-daa0-4b37-8888-9323dfc78dcf
OHO,http://www.fao.org/figis/skate/entities/codedentity/e364ef54-93ac-4f97-ba15-6df5a673096f
MFV,http://www.fao.org/figis/skate/entities/codedentity/47a3bdb7-72ff-47e9-89c8-2f45c87c2145
OFJ,http://www.fao.org/figis/skate/entities/codedentity/4a1a1107-a396-4472-932c-b2a66eb9b7e7
EOS,http://www.fao.org/figis/skate/entities/codedentity/5f6cb7a0-af4f-4d39-a9bc-3da6d548c2ab
PXB,http://www.fao.org/figis/skate/entities/codedentity/2d2e8f05-6722-41a9-b2ab-bb022c1df740
GAL,http://www.fao.org/figis/skate/entities/codedentity/bb167fab-9da6-4a46-aff2-24b5c5813383
CZF,http://www.fao.org/figis/skate/entities/codedentity/61511d88-0846-479d-b625-ad62d0230950
MUU,http://www.fao.org/figis/skate/entities/codedentity/cb1cf50a-33fe-4fae-bae7-9afcd0886a99
IRD,http://www.fao.org/figis/skate/entities/codedentity/e80f81d2-2447-4161-952d-438b301b60ee
OPM,http://www.fao.org/figis/skate/entities/codedentity/df74fb62-b337-4d5d-971b-d69dfd611b17
LSQ,http://www.fao.org/figis/skate/entities/codedentity/550a04b2-c353-498b-a5e2-9cc91e3ecf16
GPK,http://www.fao.org/figis/skate/entities/codedentity/33474d18-4742-40df-8fcc-54582ce09b25
ENR,http://www.fao.org/figis/skate/entities/codedentity/bea19026-5957-44f1-aa1a-aeb47ffd9290
KGF,http://www.fao.org/figis/skate/entities/codedentity/85bd713e-ee53-4053-91ef-bcefcd439e3e
OOO,http://www.fao.org/figis/skate/entities/codedentity/9e687fef-1770-439d-bed0-5ff5a52579a3
RBX,http://www.fao.org/figis/skate/entities/codedentity/fbae0641-a43e-4e35-bc98-6f35eee881d9
PUR,http://www.fao.org/figis/skate/entities/codedentity/e40db33a-ad47-4960-89a3-9620d07365e0
CLY,http://www.fao.org/figis/skate/entities/codedentity/73d6cc47-9ea3-488d-930e-8a512b1e08b1
APO,http://www.fao.org/figis/skate/entities/codedentity/2a0f1c9e-b2c6-4fe0-9e22-b52a3764836e
AKA,http://www.fao.org/figis/skate/entities/codedentity/cfe33501-9424-42ba-b48f-a3c9012a7ba5
RIF,http://www.fao.org/figis/skate/entities/codedentity/adb39740-abb9-48ea-ab3e-2ac6abd770fe
LRF,http://www.fao.org/figis/skate/entities/codedentity/5f790833-7b66-4fea-bc89-535d31580f75
ABV,http://www.fao.org/figis/skate/entities/codedentity/549e7994-bbde-422b-9559-15e566216d1e
BCA,http://www.fao.org/figis/skate/entities/codedentity/c3bba176-1a1c-4376-90b8-4fa78e5fb633
GUS,http://www.fao.org/figis/skate/entities/codedentity/60e7b3bd-0af5-4efd-b87a-8267c57b807d
NET,http://www.fao.org/figis/skate/entities/codedentity/02aad3c7-285c-47f8-9518-4ddc0d985833
CGM,http://www.fao.org/figis/skate/entities/codedentity/7be4aef0-7c10-47f6-81bf-5d3c7862090b
ILL,http://www.fao.org/figis/skate/entities/codedentity/bb522d08-9801-4cab-b422-f0f905a5fb17
IKO,http://www.fao.org/figis/skate/entities/codedentity/72d7c860-8a9d-46ae-b9a2-a99bb36a15f0
PVL,http://www.fao.org/figis/skate/entities/codedentity/bd9527a4-b43c-4a11-9120-2498cffa6f82
NTS,http://www.fao.org/figis/skate/entities/codedentity/729f37ba-a637-4a3e-822e-80c46a6f5fae
LRZ,http://www.fao.org/figis/skate/entities/codedentity/16c0fc92-3771-4d2d-b18e-73f2cf12f5c0
HOI,http://www.fao.org/figis/skate/entities/codedentity/b11df7df-a8d7-4f8a-b7d9-9714b3d2efde
YMN,http://www.fao.org/figis/skate/entities/codedentity/d5a14dd2-88b9-4965-867d-28eb342d39e9
HDW,http://www.fao.org/figis/skate/entities/codedentity/8cb8358a-09cf-4a01-8e4c-4d1a802b3376
EYT,http://www.fao.org/figis/skate/entities/codedentity/61c331ab-761f-48b6-adae-04f6de0963f2
TYG,http://www.fao.org/figis/skate/entities/codedentity/f3fcb473-2654-4121-9903-30b76da9b1ab
HML,http://www.fao.org/figis/skate/entities/codedentity/3951f083-f2fc-4cb7-8ba3-579c57286a6d
SHD,http://www.fao.org/figis/skate/entities/codedentity/c4448c40-15e6-4d1b-98e0-c5b5bf50743c
ODR,http://www.fao.org/figis/skate/entities/codedentity/7e457360-f52f-43e6-b050-5e8eb8d2d1b2
SOB,http://www.fao.org/figis/skate/entities/codedentity/5d82bb93-1789-47b8-8731-359a770aadf1
MBY,http://www.fao.org/figis/skate/entities/codedentity/029207da-681e-4d2f-94ef-752d3063c187
FCM,http://www.fao.org/figis/skate/entities/codedentity/324b6cb2-60b3-4fcb-8ede-6e90473cee29
KAA,http://www.fao.org/figis/skate/entities/codedentity/9e30926a-edfa-4c20-9e68-740f0c796dcd
ADM,http://www.fao.org/figis/skate/entities/codedentity/468916fb-c542-4072-9192-7a5c96c521b8
PSJ,http://www.fao.org/figis/skate/entities/codedentity/80d5a305-b7f6-4866-8685-373530236401
TDD,http://www.fao.org/figis/skate/entities/codedentity/82b10edc-3760-4a42-9ee4-da96557bd6db
SWC,http://www.fao.org/figis/skate/entities/codedentity/a397972c-aefe-4c06-af29-31793e7fb12a
QUJ,http://www.fao.org/figis/skate/entities/codedentity/2c5ffd2a-88b2-4c29-af84-36b570bb4a49
OSQ,http://www.fao.org/figis/skate/entities/codedentity/e7ab5e66-0d33-4452-976d-7d0061760707
TWG,http://www.fao.org/figis/skate/entities/codedentity/8406f98e-de2e-4e81-a401-121488988ff2
YXS,http://www.fao.org/figis/skate/entities/codedentity/d92f08a5-a350-41b1-95a9-e13b7ad5fa5f
MQX,http://www.fao.org/figis/skate/entities/codedentity/70692d65-c262-4811-8b16-cb8719562f89
KIS,http://www.fao.org/figis/skate/entities/codedentity/7bfe8b10-4e5d-4731-a530-192dd376a664
HYD,http://www.fao.org/figis/skate/entities/codedentity/b677ab0d-f381-4d41-b052-5f33501add70
ING,http://www.fao.org/figis/skate/entities/codedentity/67d8f210-2448-44b8-87c4-681da85317d4
GLN,http://www.fao.org/figis/skate/entities/codedentity/496e680f-e184-4a39-a8ac-177577526af7
EJU,http://www.fao.org/figis/skate/entities/codedentity/86b4e69e-b288-462f-8545-edf7fb6f8900
TGB,http://www.fao.org/figis/skate/entities/codedentity/698f5c64-c17e-4faa-9918-e47c47565b87
AGD,http://www.fao.org/figis/skate/entities/codedentity/0e8155e5-3c18-499c-a3e1-00c3c23738c6
EMR,http://www.fao.org/figis/skate/entities/codedentity/58a2ad12-f37a-4297-b504-ddbeb097b540
REI,http://www.fao.org/figis/skate/entities/codedentity/a32b0eab-3fbc-48a6-8ff1-497f7e56d0f1
IBI,http://www.fao.org/figis/skate/entities/codedentity/3ba6b649-0a74-43a3-a005-a81852efc6db
PCP,http://www.fao.org/figis/skate/entities/codedentity/813b6d19-c555-47a7-ad46-9bdd1ca22754
NAW,http://www.fao.org/figis/skate/entities/codedentity/dcb3d014-acf8-4be4-883a-e7c76a66e4fe
OGU,http://www.fao.org/figis/skate/entities/codedentity/1924363b-8ebe-47f2-b4a4-bc2e77dfed8e
HYM,http://www.fao.org/figis/skate/entities/codedentity/4243fe25-0f9a-48dc-b51b-9c72f2a079e7
CTQ,http://www.fao.org/figis/skate/entities/codedentity/2c748c87-ad4e-4e18-ba58-a86dde2913a3
TUG,http://www.fao.org/figis/skate/entities/codedentity/a4ad44f0-139f-47c6-90b3-5ed930b350b6
RUD,http://www.fao.org/figis/skate/entities/codedentity/29bbc126-0c45-4a90-ae03-d91f0a6d4212
PRO,http://www.fao.org/figis/skate/entities/codedentity/28d1a517-99f5-45a6-b95f-be8abc19ec61
HME,http://www.fao.org/figis/skate/entities/codedentity/b05d443b-04a5-4b2f-b819-45f0e092ff90
NPV,http://www.fao.org/figis/skate/entities/codedentity/554500dd-a153-40e9-b296-54a4ab054c10
HKL,http://www.fao.org/figis/skate/entities/codedentity/8263f01c-2756-43b1-a5b3-0dbfc8ca755a
CIY,http://www.fao.org/figis/skate/entities/codedentity/7aee7b85-93b5-428d-862e-9f3086c23d9a
NLG,http://www.fao.org/figis/skate/entities/codedentity/01107047-d766-45eb-aad7-14249f16449f
FIS,http://www.fao.org/figis/skate/entities/codedentity/38ab9fae-cd7b-4353-81ee-772c3c0a0fbf
GEN,http://www.fao.org/figis/skate/entities/codedentity/391d31d4-f046-484d-a1ea-a9e6209d7e40
DGZ,http://www.fao.org/figis/skate/entities/codedentity/54bf25f8-74bd-4229-a535-c2c26dbfc35f
KKR,http://www.fao.org/figis/skate/entities/codedentity/3ee53c7b-8222-491f-9447-8f1bf8cc112a
HNO,http://www.fao.org/figis/skate/entities/codedentity/365d04b3-b960-418e-83b0-e8bfb5e98287
SDG,http://www.fao.org/figis/skate/entities/codedentity/9d0c76a2-113c-41cd-b096-26aa94a9f0d3
CXL,http://www.fao.org/figis/skate/entities/codedentity/682f1966-cef5-47b0-84f9-ab9e1757918a
CYR,http://www.fao.org/figis/skate/entities/codedentity/4259e6f3-5e06-4ce7-a96e-c282a9b3b898
INL,http://www.fao.org/figis/skate/entities/codedentity/06bddfc5-d9fc-4186-af7d-c320de9d401d
JAG,http://www.fao.org/figis/skate/entities/codedentity/bf3ebff0-c0b2-4256-a0b8-88f310760560
PTQ,http://www.fao.org/figis/skate/entities/codedentity/68c643a1-897e-4ab4-8075-32edcc6567a1
XED,http://www.fao.org/figis/skate/entities/codedentity/f653d9e2-48d0-4d9c-9233-3a683a4af115
HUO,http://www.fao.org/figis/skate/entities/codedentity/4eea196e-1356-4408-8d10-fd630946ace2
SSF,http://www.fao.org/figis/skate/entities/codedentity/4b389828-f27e-40ed-b91e-7f77a16a3e98
BUA,http://www.fao.org/figis/skate/entities/codedentity/ebd04d7f-029c-452e-9c9f-3b64f97b7027
OOT,http://www.fao.org/figis/skate/entities/codedentity/9b9fc090-064d-420f-9666-a6201edd1742
RMF,http://www.fao.org/figis/skate/entities/codedentity/a796779b-02bd-4328-9a73-2e3cbbb81d3c
KLC,http://www.fao.org/figis/skate/entities/codedentity/9c418d71-402a-4410-beee-e9ebb9b7c3f4
CRE,http://www.fao.org/figis/skate/entities/codedentity/90bc6d5b-f275-426c-bfb6-936c68ca8894
EFX,http://www.fao.org/figis/skate/entities/codedentity/41113c4c-6e52-432f-b785-d7c259c7681c
TCE,http://www.fao.org/figis/skate/entities/codedentity/fd2dc47f-c152-43ba-87c6-1f8167586aa6
RAL,http://www.fao.org/figis/skate/entities/codedentity/282480eb-8786-4302-a97c-83eef0211b8b
ACG,http://www.fao.org/figis/skate/entities/codedentity/7d00b34b-e71f-43f9-87ca-bc5d275f5c7e
YJC,http://www.fao.org/figis/skate/entities/codedentity/f150eeeb-bca6-4a30-89e0-110156c9785c
PZO,http://www.fao.org/figis/skate/entities/codedentity/9a2e8035-515a-404b-8490-da6f05845564
APH,http://www.fao.org/figis/skate/entities/codedentity/85be17d4-ed47-48cd-b778-3c22f53f6185
